F,J,time
J, ,2.021653
J, ,2.128966
F, ,2.596333
F, ,2.656362
J, ,2.904315
F, ,3.066773
J, ,3.293019
F, ,3.455624
F,J,time
 ,J,1.225983
F, ,1.501478
F, ,1.576524
 ,J,1.693947
 ,J,1.950153
F, ,2.141939
 ,J,2.368011
F, ,2.773081
F,J,time
 ,J,2.098568
 ,J,2.340366
F, ,2.673952
F, ,2.762768
 ,J,2.989584
 ,J,3.11638
F, ,3.222831
F, ,3.348974
F,J,time
 ,J,1.370398
 ,J,1.497398
 ,J,1.64849
 ,J,1.79384
 ,J,1.934376
 ,J,2.074414
 ,J,2.22893
 ,J,2.356512
 ,J,2.471621
